type,id,name,spectral_type,x_pc,y_pc,z_pc,vx_kms,vy_kms,vz_kms,temperature_k,mass_solar,luminosity_solar,radius_solar,metallicity_dex,age_gyr,absolute_mag,epoch,notes,constellation,ra_deg,dec_deg,astrometry_epoch,parallax_mas,parallax_error_mas,pm_ra_cosdec_masyr,pm_ra_error_masyr,pm_dec_masyr,pm_dec_error_masyr,radial_velocity_kms,radial_velocity_error_kms,astrometry_ref,radial_velocity_ref
brown_dwarf,cns5-0931,LP 944-20,M9.5Ve,-2.103731026,-3.199152170,-5.157748588,-13.510948,-5.303037,-0.452944,,,,,,,19.651108,2000.0,Corrected CNS5 931; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Fornax,54.898570206777336,-35.42759363988114,2016.0,155.6730131147897,0.055071607,309.00102372476846,0.04967212304472923,269.0584321754762,0.06412824243307114,7.43,0.72,2020yCat.1350....0G,2016ApJS..225...10F
white_dwarf,cns5-1470,HL 4,DZ11,-5.389756733,-3.139150444,-1.603131953,,,,,,,,,,15.405566,2000.0,Corrected CNS5 1470; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Orion,88.79209555773647,-4.1789270915525885,2016.0,155.27918121857692,0.018881656,535.2485529794916,0.017166171222925186,-2317.0113402190777,0.014939660206437111,,,2020yCat.1350....0G,
star,cns5-3023,GL Vir,M4.5Ve,0.201820265,-1.957657631,6.156316876,,,,2912,,0.0021248371,0.18093605,-0.2564,,14.847751,2000.0,Corrected CNS5 3023; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Virgo,184.74174734459442,11.126952372027485,2016.0,154.7213096072215,0.053833418,-1269.7707366268774,0.05552925541996956,203.44413820016848,0.033258408308029175,,,2020yCat.1350....0G,
star,cns5-4022,G 202-48,M1.5V,0.561934092,4.720594525,4.399920502,,,,3453,,0.014355302,0.33469912,-0.3124,,11.012935,2000.0,Corrected CNS5 4022; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Draco,246.35588833281682,54.30333866560462,2016.0,154.37856739258282,0.018127274,432.2302358898869,0.01917184889316559,-171.6519267889513,0.022313257679343224,,,2020yCat.1350....0G,
brown_dwarf,cns5-4137,VB 8,M7Ve,5.945537298,1.156584722,2.335576445,18.832438,-33.160287,11.247249,,,,,,,17.854212,2000.0,Corrected CNS5 4137; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Ophiuchus,253.89324627148858,-8.398523023114832,2016.0,154.0371542024263,0.06370776,-813.0375057553445,0.06271196156740189,-870.6093515335183,0.0444256067276001,15.39,0.11,2020yCat.1350....0G,2010MNRAS.407.2269M
star,cns5-4135,HD 152751C,M3.5V,5.948229686,1.161425164,2.345975213,,,,3028,,0.0060528247,0.2826122,-0.7948,,12.694846,2000.0,Corrected CNS5 4135; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ophiuchus,253.85142032580904,-8.32657626383978,2016.0,153.87539543012036,0.052902292,-817.5802750580574,0.052498914301395416,-898.5949677238423,0.03971254080533981,,,2020yCat.1350....0G,
star,cns5-2402,L 100-115,M4.0V,1.888019107,-6.074861657,-1.348664482,,,,3040,,0.0038142866,0.22258854,-0.0973,,13.714471,2000.0,Corrected CNS5 2402; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Carina,145.69216012443803,-68.87998537875298,2016.0,153.778005372821,0.027910085,-75.8282413684787,0.029123876243829727,1128.8488141856592,0.02842189185321331,,,2020yCat.1350....0G,
star,cns5-5718,HD 219134,K3V,-2.223151811,6.141905165,-0.365028422,-52.743106,-39.800710,-14.251302,,,,,,,6.491425,2000.0,Corrected CNS5 5718; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cassiopeia,348.33773395483047,57.16966644274312,2016.0,152.86400389732427,0.056607213,2074.413511999184,0.050308357924222946,294.4519772796575,0.04295603930950165,-18.637081146240234,0.19031202793121338,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-2079,WISEA J082507.37+280548.2,Y0.5,-5.375806331,-1.457795628,3.452302854,,,,,,,,,,,2000.0,Corrected CNS5 2079; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cancer,126.2807258,28.096749,2000.0,152.6,2.0,-66.7,0.9,-235.8,0.9,,,2014yCat.2328....0C; 2021ApJS..253....7K,
brown_dwarf,cns5-1035,WISE J041022.71+150248.4,Y0,-5.940697910,0.212711075,-2.889089258,,,,,,,,,,,2000.0,Corrected CNS5 1035; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Taurus,62.594817,15.0466433,2000.0,151.3,2.0,960.3,0.8,-2219.4,0.8,,,2014yCat.2328....0C; 2021ApJS..253....7K,
brown_dwarf,cns5-1338,2MASS J05212615+1025328,T7.5,-6.281442307,-1.429895467,-1.680786731,,,,,,,,,,,2000.0,Corrected CNS5 1338; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Orion,80.3596123,10.424549,2000.0,150.2,3.0,223.7,2.5,-438.3,2.5,,,2014yCat.2328....0C; 2021ApJS..253....7K,
star,cns5-3118,L 471-42,M4.5V,3.052785528,-5.241819047,2.754668081,,,,,,,,,,13.621925,2000.0,Corrected CNS5 3118; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Centaurus,189.70080543573764,-38.387409124376816,2016.0,150.1014932635118,0.03624318,-665.1636498289203,0.032372552901506424,-1312.6384604492498,0.02504739724099636,,,2020yCat.1350....0G,
star,cns5-2689,Ross 104,M4V,-2.340738642,-1.727104955,6.086172799,,,,3181,,0.021028554,0.47735018,-0.8413,,10.874889,2000.0,Corrected CNS5 2689; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Leo,165.0156786023955,22.831702302659366,2016.0,148.24424631206256,0.028546931,-426.95772215768534,0.024254515767097473,-282.2984031950638,0.023139184340834618,,,2020yCat.1350....0G,
star,cns5-3673,Xi Boo B,K5Ve,2.975081523,1.268220549,5.921467265,7.454034,-0.968651,-0.926431,4244,,0.1281248,0.66196513,0.1444,,7.670416,2000.0,Corrected CNS5 3673; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Bootes,222.8466426652314,19.101104107947574,2016.0,148.21114778941688,0.062331833,133.37604517724114,0.0412779375910759,-182.0591844077652,0.04507550224661827,2.2917895317077637,0.18118858337402344,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-3674,Xi Boo A,G7Ve,2.978144558,1.269417081,5.927041533,3.980411,2.039657,-0.741730,5386,0.9037054,0.5541511,0.85529965,-0.0427,4.755022,5.527336,2000.0,Corrected CNS5 3674; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Bootes,222.8480514738455,19.100269640072455,2016.0,148.06949945238355,0.15102576,127.46787577668219,0.12581071257591248,-40.568645496944214,0.12948831915855408,1.487725853919983,0.16614322364330292,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2033,Ross 619,M4.5V,-5.201018445,-3.524889744,2.520005478,,,,,,,,,,13.681223,2000.0,Corrected CNS5 2033; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cancer,122.99468256110134,8.750401522062495,2016.0,147.72184850183513,0.107900105,1069.811738087307,0.09832055121660233,-5094.220103378359,0.06350003182888031,,,2020yCat.1350....0G,
star,cns5-2217,G 41-14,M3.5V,-4.380259526,-3.700672227,3.603137404,,,,,,,,,,11.826314,2000.0,Corrected CNS5 2217; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cancer,134.73635,8.47245119216,2016.0,147.66,1.98,371.2,3.5,-323.4,2.8,,,2020yCat.1350....0G; 2006AJ....132.2360H; 2012yCat.1322....0Z,
star,cns5-5297,Ross 775,M3.0V,2.167081449,5.815996480,-2.723082659,,,,,,,,,,11.147588,2000.0,Corrected CNS5 5297; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Pegasus,322.40807988216517,17.64497780267456,2016.0,147.54264752190332,0.028993139,1007.0396347162075,0.024796538054943085,378.4000071533215,0.022814182564616203,,,2020yCat.1350....0G,
brown_dwarf,cns5-1819,Scholz's star,M9.5+T5,-4.884538671,-4.718455611,0.271413270,-57.984650,-59.662541,0.253376,,,,,,,,2000.0,Corrected CNS5 1819; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Monoceros,110.01338013598,-8.78105451925,2015.5,147.10000610351562,1.2,-46.0,4.0,-116.5,2.200000047683716,83.1,0.4,2018A&A...616A...1G; 2019AJ....158..174D,2015AJ....149..104B
brown_dwarf,cns5-4832,2MASS J19284155+2356016,T6,3.579635271,5.805713626,0.364311183,,,,,,,,,,,2000.0,Corrected CNS5 4832; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Vulpecula,292.17175325969595,23.935004798378436,2016.0,146.4067299939191,1.1507839,-246.9990718640468,0.6213175654411316,240.42971190082355,1.1786246299743652,,,2020yCat.1350....0G,
brown_dwarf,cns5-0730,2MASS J02540788+0223563,T8.0,-4.525316441,0.567987729,-5.103706051,,,,,,,,,,,2000.0,Corrected CNS5 730; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cetus,43.5398152,2.3996059,2000.0,146.10000610351562,1.5,2562.610107421875,0.15000000596046448,222.0,1.2999999523162842,,,2014yCat.2328....0C; 2019ApJS..240...19K,
star,cns5-0757,BD-17 588A,M3V,-3.399249894,-1.270008739,-5.823892214,,,,3283,,0.008263872,0.28043103,-0.2232,,11.346781,2000.0,Corrected CNS5 757; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Eridanus,45.462424511757,-16.59453280551054,2016.0,145.73243153754493,0.027344681,-369.97184335074684,0.029098382219672203,-267.931311928784,0.02836502343416214,,,2020yCat.1350....0G,
star,cns5-5663,HD 216899,M1.5V,0.276594206,5.389022895,-4.244871970,32.446245,-17.159779,25.610590,3398,,0.054871187,0.6760952,-0.745,,9.454595,2000.0,Corrected CNS5 5663; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Pegasus,344.1402217312129,16.55216937227734,2016.0,145.6625691049171,0.028873334,-1034.7334113799404,0.026007721200585365,-284.13086712481174,0.025290628895163536,-27.993562698364258,0.15685655176639557,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-2657,Wolf 358,M4V,-1.831479985,-3.559635618,5.698445538,,,,3001,,0.008510757,0.3412779,-0.7023,,12.460699,2000.0,Corrected CNS5 2657; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Leo,162.7129640681676,6.804489538122279,2016.0,143.59517690755507,0.031936906,-856.2894965300052,0.030522236600518227,-818.5834069021728,0.02915544994175434,,,2020yCat.1350....0G,
star,cns5-2567,BD+01 2447,dM2,-2.071909870,-4.338905376,5.135895486,-7.105149,-27.440006,-15.874826,3291,,0.025580585,0.49187556,-1.3453,,10.413567,2000.0,Corrected CNS5 2567; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Sextans,157.22878342623204,0.8377468877660948,2016.0,142.136621142691,0.023901395,-602.9919780451988,0.023941965773701668,-731.8819964236676,0.020909585058689117,7.429003715515137,0.45534974336624146,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-5164,HD 199305,M1.0V,-1.046282771,6.827544524,1.354021965,22.069185,-10.947556,-19.177549,3474,,0.053331897,0.637523,-1.3532,,,2000.0,Corrected CNS5 5164; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cepheus,313.3324563031005,62.150957701503515,2016.0,142.07728461385972,0.018184267,0.2591201846900617,0.019442087039351463,-773.0957499352076,0.016410376876592636,-17.587236404418945,0.15510034561157227,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-5362,LSPM J2146+3813,M5V,0.299539281,6.894451074,-1.418010337,,,,,,,,,,,2000.0,Corrected CNS5 5362; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cygnus,326.5928819418585,38.21751708114409,2016.0,141.94191374022614,0.023653327,161.4536764489594,0.017373964190483093,-119.73940230903497,0.019083458930253983,,,2020yCat.1350....0G,
star,cns5-3697,LP 914-54,M7.0Ve,5.635847949,-2.762331051,3.208766476,-5.437686,-29.227131,-13.418664,,,,,,,17.900340,2000.0,Corrected CNS5 3697; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Hydra,224.1569594505724,-28.167254151481732,2016.0,141.8622866342565,0.06744852,-490.2852812222616,0.07766932994127274,-843.4820597523562,0.061251282691955566,1.0,2.0,2020yCat.1350....0G,2015ApJS..220...18B
brown_dwarf,cns5-5175,WISE J205628.91+145953.2,Y0,3.150207450,5.923518863,-2.330320835,,,,,,,,,,,2000.0,Corrected CNS5 5175; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Delphinus,314.1203498,14.9982476,2000.0,140.8,2.0,825.8,0.8,528.8,0.8,,,2014yCat.2328....0C; 2021ApJS..253....7K,
star,cns5-1036,L 230-188,M4.5V,-0.609432293,-4.980937050,-5.033604310,,,,,,,,,,14.321378,2000.0,Corrected CNS5 1036; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Dorado,62.61100025779547,-53.61299677064624,2016.0,140.6940064763414,0.025784727,-825.1793703584685,0.024030428379774094,-2415.577565183988,0.026909515261650085,,,2020yCat.1350....0G,
brown_dwarf,cns5-0245,WISE J004945.61+215120.0,T8.5,-2.880942770,4.536799992,-4.674154715,,,,,,,,,,,2000.0,Corrected CNS5 245; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Andromeda,12.440225,21.8554683,2000.0,140.4,2.1,-479.4,1.0,-54.0,1.0,,,2014yCat.2328....0C; 2021ApJS..253....7K,
star,cns5-5811,G 157-77,M5.0Ve,0.430601646,3.643125594,-6.167173197,,,,2863,,0.0014102381,0.15220806,-0.469,,15.410655,2000.0,Corrected CNS5 5811; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Pisces,353.7970694377148,-2.3927993943668993,2016.0,139.3576895330065,0.057491962,781.4186685195082,0.05301079526543617,-841.5160515945944,0.03575098142027855,,,2020yCat.1350....0G,
star,cns5-0659,BX Cet,M3.5V,-4.669312638,1.386048719,-5.330482623,,,,3003,,0.008771255,0.3460773,-0.7057,,,2000.0,Corrected CNS5 659; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cetus,39.07167733324421,6.8780898981735605,2016.0,138.49186503683393,0.046873465,1801.671457880569,0.04311053454875946,1450.4869465238849,0.03776632621884346,,,2020yCat.1350....0G,
star,cns5-0658,HD 16160,K3V,-4.671469948,1.392435314,-5.337106890,-76.273577,1.747650,33.062261,,,,,,,,2000.0,Corrected CNS5 658; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cetus,39.02838450657828,6.8933391075785275,2016.0,138.34000380964673,0.3635671,1778.585493720961,0.43005838990211487,1477.3061594730598,0.2480710744857788,25.233150482177734,0.12557457387447357,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-2125,2MASS J08354256-0819237,L6.5,-4.107555917,-5.477957405,2.320382723,-33.739927,-14.066015,0.188685,,,,,,,,2000.0,Corrected CNS5 2125; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Hydra,128.9248121022928,-8.321818266749508,2016.0,138.31472927732594,0.21448307,-534.8112929685221,0.22877994179725647,301.6496730172588,0.23623086512088776,29.89,0.06,2020yCat.1350....0G,2010ApJ...723..684B
star,cns5-5522,L 788-34,M4.5Ve,3.184009622,2.730430816,-5.892747797,,,,,,,,,,14.019380,2000.0,Corrected CNS5 5522; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aquarius,335.78059284429975,-17.610507570693272,2016.0,138.25342632633402,0.055476043,308.71178080407003,0.0446760319173336,-718.3872158061436,0.03953742980957031,,,2020yCat.1350....0G,
star,cns5-4253,HD 156384C,M1.5V,7.165106431,-1.027448472,0.178741015,8.799978,15.140564,-35.898948,3313,,0.013898835,0.3577749,-1.2929,,10.921126,2000.0,Corrected CNS5 4253; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Scorpius,259.75125274377365,-34.997795092684065,2016.0,138.10825111442466,0.03184268,1131.5170733698837,0.02528470754623413,-215.5688956960665,0.02007245644927025,5.677094459533691,0.2532302737236023,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-1517,2MASS J06073908+2429574,L9,-7.195000753,-0.795342777,0.255655163,11.321906,-0.439189,-19.910373,,,,,,,,2000.0,Corrected CNS5 1517; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Gemini,91.91027346627297,24.497694088057266,2016.0,138.0615808560256,0.5093245,-472.870767486162,0.5230932831764221,-318.4644010785041,0.3730578124523163,-11.9,1.1,2020yCat.1350....0G,2016AJ....152..123G
brown_dwarf,cns5-0809,WISEP J031325.96+780744.2,T8.5,-4.537325957,5.384673061,2.191610260,,,,,,,,,,,2000.0,Corrected CNS5 809; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cepheus,48.3583505,78.1289761,2000.0,135.6,2.8,73.9,0.9,53.8,1.0,,,2014yCat.2328....0C; 2021ApJS..253....7K,
brown_dwarf,cns5-3739,2MASSW J1507476-162738,L5V,5.816271804,-1.655088436,4.279194484,-25.679182,-17.067138,-40.689828,,,,,,,22.787468,2000.0,Corrected CNS5 3739; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Libra,226.94794579637428,-16.46512505032577,2016.0,134.9993921529645,0.2644735,-151.7946199185767,0.2599131166934967,-896.0121327952546,0.2785964012145996,-39.85,0.05,2020yCat.1350....0G,2010ApJ...723..684B
star,cns5-0233,HD 4628,K2.5V,-2.083450902,3.398126860,-6.276713420,-1.019142,-47.592478,-13.093385,4859,0.7615059,0.3003031,0.7731918,-0.6271,,6.383478,2000.0,Corrected CNS5 233; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Pisces,12.099107075154986,5.27553944692346,2016.0,134.49484768931154,0.066160545,755.893500290751,0.07685195654630661,-1141.719303057953,0.060664717108011246,-10.407027244567871,0.15100407600402832,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-0125,Beta Hyi,G0V,3.269004562,-4.708389662,-4.772653889,,,,,,,,,,3.426658,2000.0,Corrected CNS5 125; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hydrus,6.482504988433097,-77.25279546754571,2016.0,134.07000732421875,0.11,2219.54,0.10999999940395355,324.09,0.10999999940395355,,,2020yCat.1350....0G; 2007A&A...474..653V,
brown_dwarf,cns5-4953,2MASS J20005017+3629465,T8,2.224997451,7.145280279,0.433760576,,,,,,,,,,,2000.0,Corrected CNS5 4953; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Cygnus,300.2091405,36.4972582,2000.0,133.4,2.2,6.1,0.9,372.8,0.9,,,2014yCat.2328....0C; 2021ApJS..253....7K,
star,cns5-4198,G 203-47,M3.5V,2.209876310,5.710598651,4.495406469,,,,,,,,,,14.268001,2000.0,Corrected CNS5 4198; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,257.3834721191679,43.680105808986085,2016.0,131.643726032144,0.4779905,332.03214754852814,0.5136252045631409,-274.50099472651857,0.4919029474258423,,,2020yCat.1350....0G,
star,cns5-5660,Fomalhaut B,K4Ve,3.132542652,0.894517424,-6.866167609,-5.490536,-8.078517,-11.301157,4463,0.72544885,0.19891936,0.74598,-0.1788,9.807368,7.075984,2000.0,Corrected CNS5 5660; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Piscis Austrinus,344.10194140173917,-31.56626896213439,2016.0,131.58010625077998,0.031432442,330.2033788189263,0.023418890312314034,-158.6023341436887,0.02836935594677925,6.996584892272949,0.1575317233800888,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-4667,G 141-36,M5.0V,5.867316969,4.824726205,0.556897487,,,,2929,,0.0020680306,0.176579,-0.2092,,,2000.0,Corrected CNS5 4667; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aquila,282.0747587449577,7.690323894810538,2016.0,131.29112475410895,0.050758395,376.04230329093866,0.04305258393287659,248.7191969416535,0.037556666880846024,,,2020yCat.1350....0G,
star,cns5-3323,BD+11 2576,M1.0V,2.222642949,-1.121231597,7.207339953,57.290051,-8.135978,-4.075670,3391,,0.044898015,0.6138632,-1.0255,,9.617755,2000.0,Corrected CNS5 3323; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Virgo,202.50420163284346,10.372389574126087,2016.0,131.14085319386328,0.030514287,1127.3405332043346,0.027238061651587486,-1073.8881364845809,0.013986017554998398,14.050164222717285,0.20960667729377747,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-4359,WISE J173835.53+273259.0,Y0,4.215262104,5.326983140,3.495074370,,,,,,,,,,,2000.0,Corrected CNS5 4359; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Hercules,264.6480292,27.549694,2000.0,130.9,2.1,337.1,0.8,-343.4,0.8,,,2014yCat.2328....0C; 2021ApJS..253....7K,
star,cns5-4531,G 258-33,M4.5Ve,-0.711563210,6.715244474,3.575475100,,,,,,,,,,,2000.0,Corrected CNS5 4531; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Draco,274.74325647947336,66.19061665488063,2016.0,130.87295445350685,0.026262887,434.81134983783664,0.03041568398475647,-442.78968791361655,0.02874329872429371,,,2020yCat.1350....0G,
star,cns5-0438,107 Psc,K1V,-4.344839806,3.793454295,-5.016930566,34.873575,-24.925302,2.118249,5093,0.8127994,0.4628649,0.8739507,-0.307,,5.823271,2000.0,Corrected CNS5 438; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Pisces,25.62258568627586,20.26551918225611,2016.0,130.823369060264,0.17547892,-300.73691840079994,0.136648029088974,-673.5388952717276,0.10562495142221451,-33.57844161987305,0.1688421368598938,2020yCat.1350....0G,2020yCat.1350....0G
brown_dwarf,cns5-5897,WISEA J235402.79+024014.1,Y1,-0.418679352,4.132865090,-6.432207262,,,,,,,,,,,2000.0,Corrected CNS5 5897; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Pisces,358.5116543,2.6705854,2000.0,130.6,3.3,503.5,2.2,-399.5,2.3,,,2014yCat.2328....0C; 2021ApJS..253....7K,
star,cns5-5445,L 499-56,M3.5V,4.565350765,0.515302283,-6.138762170,,,,,,,,,,,2000.0,Corrected CNS5 5445; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Grus,330.6269230434408,-37.08193913674626,2016.0,130.4186009154895,0.059616167,805.6868653564226,0.04514837637543678,-229.74140664695528,0.03575796261429787,,,2020yCat.1350....0G,
star,cns5-0317,Mu Cas,G5Vb,-4.402157564,6.200818568,-1.051405400,-46.280131,-158.796034,-34.694774,,,,,,,5.744074,2000.0,Corrected CNS5 317; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Cassiopeia,17.094749861202942,54.91320397755905,2016.0,130.28806976927032,0.49808618,3468.251393146748,0.35364648699760437,-1564.8444473117734,0.3652014434337616,-96.93266296386719,0.1838333159685135,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-0688,VX Ari,dM3,-5.862745134,3.027781613,-3.925688268,,,,3179,,0.01789197,0.44078022,-0.7115,,11.136785,2000.0,Corrected CNS5 688; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Aries,41.068881780380345,25.52175109435131,2016.0,130.2438130550483,0.031510632,864.5251260254983,0.02839524857699871,-363.19555086835487,0.025922758504748344,,,2020yCat.1350....0G,
star,cns5-4607,Vega,A0V,2.780493369,6.695579633,2.529990000,,,,,,,,,,0.603555,2000.0,Corrected CNS5 4607; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Lyra,279.2341082481229,38.78299326196128,1991.25,130.22999572753906,0.36,200.94,0.3199999928474426,286.23,0.4000000059604645,,,2007A&A...474..653V,
star,cns5-5665,Fomalhaut,A4V,3.060044481,1.143382170,-6.976657358,,,,,,,,,,1.726541,2000.0,Corrected CNS5 5665; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Piscis Austrinus,344.4117729896118,-29.621836802955258,1991.25,129.80999755859375,0.47,328.95,0.5,-164.67,0.3499999940395355,,,2007A&A...474..653V,
star,cns5-2508,BD-03 2870,M2V,-2.421192914,-5.311547936,5.028374122,-2.251788,-12.198775,-2.917055,3359,,0.04367606,0.6171931,-0.7087,,9.830279,2000.0,Corrected CNS5 2508; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Full source space motion.,Sextans,153.07293731001045,-3.746747553020674,2016.0,129.7923502358256,0.028554749,-152.7602239093057,0.027702223509550095,-243.6929553880118,0.02769426442682743,7.2139892578125,0.3274172246456146,2020yCat.1350....0G,2020yCat.1350....0G
star,cns5-4280,HD 157881,K7V,6.581224275,3.035049584,2.634315017,,,,,,,,,,8.124371,2000.0,Corrected CNS5 4280; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Ophiuchus,261.43588748671016,2.1061577628793846,2016.0,129.68036000410916,0.019890493,-580.3245900689788,0.017072828486561775,-1184.7371121385918,0.01282578706741333,,,2020yCat.1350....0G,
brown_dwarf,cns5-3201,SIPS J1259-4336,M8:,4.118503467,-6.015604001,2.544945143,,,,,,,,,,,2000.0,Corrected CNS5 3201; J2000 Sun-relative Galactic position. SIMBAD exact CNS5 identity. Transverse-only source motion; radial velocity unavailable or withheld.,Centaurus,194.7766445532381,-43.607963562590925,2016.0,129.50336238276165,0.06604135,1102.9193084108322,0.06342597305774689,-264.5363709034125,0.049224913120269775,,,2020yCat.1350....0G,
